"name","icpsr","state","party","congress","chamber","born","died","image","source","provenance"
"MASON, John Calvin","006055","Kentucky","Democratic Party",35,"House",1802,1865,"images/wiki/006055.jpg","wiki",""
"MATTESON, Orsamus Benajah","006082","New York","Republican Party",35,"House",1805,1889,"images/wiki/006082.jpg","wiki",""
"MILLER, Joseph","006497","Ohio","Democratic Party",35,"House",1819,1862,"images/wiki/006497.jpg","wiki",""
"MORGAN, Edwin Barber","006676","New York","Republican Party",35,"House",1806,1881,"images/wiki/006676.jpg","wiki",""
"MORSE, Oliver Andrew","006737","New York","Republican Party",35,"House",1815,1870,"images/wiki/006737.jpg","wiki",""
"MOTT, Richard","006763","Ohio","Republican Party",35,"House",1804,1888,"images/wiki/006763.jpg","wiki",""
"MURRAY, Ambrose Spencer","006817","New York","Republican Party",35,"House",1807,1885,"images/wiki/006817.jpg","wiki",""
"McKIBBIN, Joseph Chambers","006305","California","Democratic Party",35,"House",1824,1896,"images/wiki/006305.jpg","wiki",""
"NICHOLS, Matthias H.","006920","Ohio","Republican Party",35,"House",1824,1862,"images/wiki/006920.jpg","wiki",""
"ORR, James Lawrence","007087","South Carolina","Democratic Party",35,"House",1822,1873,"images/bio_guide/007087.jpg","bio_guide",""
"PARKER, John Mason","007198","New York","Republican Party",35,"House",1805,1873,"images/wiki/007198.jpg","wiki",""
"PHELPS, William Wallace","007406","Minnesota","Democratic Party",35,"House",1826,1873,"images/manual/007406.jpg","manual","Ancestry.com User Submission: baraboo84"
"PHILLIPS, Henry Myer","007413","Pennsylvania","Democratic Party",35,"House",1811,1884,"images/wiki/007413.jpg","wiki",""
"PIKE, James","007449","New Hampshire","Republican Party",35,"House",1818,1895,"images/wiki/007449.jpg","wiki",""
"PURVIANCE, Samuel Anderson","007657","Pennsylvania","Republican Party",35,"House",1809,1882,"images/wiki/007657.jpg","wiki",""
"QUITMAN, John Anthony","007681","Mississippi","Democratic Party",35,"House",1798,1858,"images/bio_guide/007681.jpg","bio_guide",""
"READY, Charles","007768","Tennessee","American Party",35,"House",1802,1878,"images/manual/007768.jpg","manual","McClees' Gallery of Photographic Portraits of the Senators, Representatives, and Delegates of the Thirty-Fifth Congress (Public Domain)"
"REID, David Settle","007808","North Carolina","Democratic Party",35,"Senate",1813,1891,"images/bio_guide/007808.jpg","bio_guide",""
"RICAUD, James Barroll","007848","Maryland","American Party",35,"House",1808,1866,"images/wiki/007848.jpg","wiki",""
"RITCHIE, David","007919","Pennsylvania","Republican Party",35,"House",1812,1867,"images/manual/007919.jpg","manual","McClees' Gallery of Photographic Portraits of the Senators, Representatives, and Delegates of the Thirty-Fifth Congress (Public Domain)"
"ROBBINS, George Robbins","007943","New Jersey","Republican Party",35,"House",1808,1875,"images/wiki/007943.jpg","wiki",""
"ROBERTS, Anthony Ellmaker","007947","Pennsylvania","Republican Party",35,"House",1803,1885,"images/wiki/007947.jpg","wiki",""
"RUSK, Thomas Jefferson","008121","Texas","Democratic Party",35,"Senate",1803,1857,"images/bio_guide/008121.jpg","bio_guide",""
"RUSSELL, William Fiero","008144","New York","Democratic Party",35,"House",1812,1896,"images/wiki/008144.jpg","wiki",""
"SANDIDGE, John Milton","008204","Louisiana","Democratic Party",35,"House",1817,1890,"images/wiki/008204.jpg","wiki",""
"SAVAGE, John Houston","008232","Tennessee","Democratic Party",35,"House",1815,1904,"images/wiki/008232.jpg","wiki",""
"SEWARD, James Lindsay","008377","Georgia","Democratic Party",35,"House",1813,1886,"images/wiki/008377.jpg","wiki",""
"SHAW, Henry Marchmore","008419","North Carolina","Democratic Party",35,"House",1819,1864,"images/wiki/008419.jpg","wiki",""
"SHERMAN, Judson W.","008455","New York","Republican Party",35,"House",1808,1881,"images/wiki/008455.jpg","wiki",""
"SHORTER, Eli Sims","008486","Alabama","Democratic Party",35,"House",1823,1879,"images/manual/008486.jpg","manual","McClees' Gallery of Photographic Portraits of the Senators, Representatives, and Delegates of the Thirty-Fifth Congress (Public Domain)"
"SMITH, Delazon","008610","Oregon","Democratic Party",35,"Senate",1816,1860,"images/bio_guide/008610.jpg","bio_guide",""
"SMITH, Robert","008677","Illinois","Democratic Party",35,"House",1802,1867,"images/wiki/008677.jpg","wiki",""
"SMITH, Samuel Axley","008682","Tennessee","Democratic Party",35,"House",1822,1863,"images/wiki/008682.jpg","wiki",""
"STUART, Charles Edward","009052","Michigan","Democratic Party",35,"Senate",1810,1887,"images/bio_guide/009052.jpg","bio_guide",""
"TALBOTT, Albert Gallatin","009162","Kentucky","Democratic Party",35,"House",1808,1887,"images/wiki/009162.jpg","wiki",""
"TAYLOR, George","009208","New York","Democratic Party",35,"House",1820,1894,"images/wiki/009208.jpg","wiki",""
"THOMPSON, John","009329","New York","Republican Party",35,"House",1809,1890,"images/wiki/009329.jpg","wiki",""
"THOMPSON, John Burton","009330","Kentucky","American Party",35,"Senate",1810,1874,"images/bio_guide/009330.jpg","bio_guide",""
"UNDERWOOD, Warner Lewis","009562","Kentucky","American Party",35,"House",1808,1872,"images/wiki/009562.jpg","wiki",""
"WALBRIDGE, David Safford","009721","Michigan","Republican Party",35,"House",1802,1868,"images/manual/009721.jpg","manual","McClees' Gallery of Photographic Portraits of the Senators, Representatives, and Delegates of the Thirty-Fifth Congress (Public Domain)"
"WHITE, Allison","010009","Pennsylvania","Democratic Party",35,"House",1816,1886,"images/wiki/010009.jpg","wiki",""
"WORTENDYKE, Jacob Reynier","010375","New Jersey","Democratic Party",35,"House",1818,1868,"images/wiki/010375.jpg","wiki",""
"ZOLLICOFFER, Felix Kirk","010470","Tennessee","American Party",35,"House",1812,1862,"images/wiki/010470.jpg","wiki",""
"ADAMS, Stephen","000041","Mississippi","Democratic Party",34,"Senate",1807,1857,"images/bio_guide/000041.jpg","bio_guide",""
"AIKEN, William","000053","South Carolina","Democratic Party",34,"House",1806,1887,"images/bio_guide/000053.jpg","bio_guide",""
"ALBRIGHT, Charles Jefferson","000066","Ohio","Opposition Party",34,"House",1816,1883,"images/wiki/000066.jpg","wiki",""
"ALLISON, John","000139","Pennsylvania","Opposition Party",34,"House",1812,1878,"images/bio_guide/000139.jpg","bio_guide",""
"BAYLY, Thomas Henry","000534","Virginia","Democratic Party",34,"House",1810,1856,"images/manual/000534.jpg","manual","History of Congress, biographical and political comprising memoirs of members of the Congress of the United States drawn from authentic sources. [Public Domain]"
"BELL, Peter Hansbrough","000610","Texas","Democratic Party",34,"House",1812,1898,"images/wiki/000610.jpg","wiki",""
"BENSON, Samuel Page","000651","Maine","Opposition Party",34,"House",1804,1876,"images/wiki/000651.jpg","wiki",""
"BRODHEAD, Richard","001061","Pennsylvania","Democratic Party",34,"Senate",1811,1863,"images/bio_guide/001061.jpg","bio_guide",""
"BROOKS, Preston Smith","001082","South Carolina","Democratic Party",34,"House",1819,1857,"images/wiki/001082.jpg","wiki",""
"CADWALADER, John","001386","Pennsylvania","Democratic Party",34,"House",1805,1879,"images/wiki/001386.jpg","wiki",""
"CASS, Lewis","001582","Michigan","Democratic Party",34,"Senate",1782,1866,"images/bio_guide/001582.jpg","bio_guide",""
"CLAYTON, John Middleton","001822","Delaware","Opposition Party",34,"Senate",1796,1856,"images/bio_guide/001822.jpg","bio_guide",""
"COBB, Howell","001867","Georgia","Democratic Party",34,"House",1815,1868,"images/bio_guide/001867.jpg","bio_guide",""
"COMEGYS, Joseph Parsons","001961","Delaware","Opposition Party",34,"Senate",1813,1893,"images/bio_guide/001961.jpg","bio_guide",""
"COX, Leander Martin","002116","Kentucky","American Party",34,"House",1812,1865,"images/wiki/002116.jpg","wiki",""
"DAY, Timothy Crane","002436","Ohio","Opposition Party",34,"House",1819,1869,"images/wiki/002436.jpg","wiki",""
"DE WITT, Alexander","002543","Massachusetts","American Party",34,"House",1798,1879,"images/wiki/002543.jpg","wiki",""
"DENVER, James William","002518","California","Democratic Party",34,"House",1817,1892,"images/wiki/002518.jpg","wiki",""
"DODGE, Henry","002642","Wisconsin","Democratic Party",34,"Senate",1782,1867,"images/bio_guide/002642.jpg","bio_guide",""
"EDWARDS, Francis Smith","002864","New York","American Party",34,"House",1817,1899,"images/wiki/002864.jpg","wiki",""
"EMRIE, Jonas Reece","002962","Ohio","Opposition Party",34,"House",1812,1869,"images/bio_guide/002962.jpg","bio_guide",""
"EVANS, Lemuel Dale","003016","Texas","American Party",34,"House",1810,1877,"images/manual/003016.jpg","manual","Representing Texas https://books.google.com/books?id=-14gbMQftG0C"
"FISH, Hamilton","003160","New York","Opposition Party",34,"Senate",1808,1893,"images/bio_guide/003160.jpg","bio_guide",""
"FLAGLER, Thomas Thorn","003199","New York","Opposition Party",34,"House",1811,1897,"images/wiki/003199.jpg","wiki",""
"GALLOWAY, Samuel","003442","Ohio","Opposition Party",34,"House",1811,1872,"images/wiki/003442.jpg","wiki",""
"GEYER, Henry Sheffie","003548","Missouri","Opposition Party",34,"Senate",1790,1859,"images/bio_guide/003548.jpg","bio_guide",""
"HALL, Augustus","003931","Iowa","Democratic Party",34,"House",1814,1861,"images/wiki/003931.jpg","wiki",""
"HARRISON, John Scott","004132","Ohio","Opposition Party",34,"House",1804,1878,"images/wiki/004132.jpg","wiki",""
"HAVEN, Solomon George","004200","New York","Opposition Party",34,"House",1810,1861,"images/wiki/004200.jpg","wiki",""
"HODGES, George Tisdale","004479","Vermont","Republican Party",34,"House",1789,1860,"images/wiki/004479.jpg","wiki",""
"JAMES, Charles Tillinghast","004881","Rhode Island","Democratic Party",34,"Senate",1805,1862,"images/bio_guide/004881.jpg","bio_guide",""
"JONES, James Chamberlain","005040","Tennessee","Opposition Party",34,"Senate",1809,1859,"images/bio_guide/005040.jpg","bio_guide",""
"KENNETT, Luther Martin","005188","Missouri","Opposition Party",34,"House",1807,1873,"images/wiki/005188.jpg","wiki",""
"KIDWELL, Zedekiah","005230","Virginia","Democratic Party",34,"House",1814,1872,"images/wiki/005230.jpg","wiki",""
"KNOWLTON, Ebenezer","005345","Maine","Opposition Party",34,"House",1815,1874,"images/wiki/005345.jpg","wiki",""
"LUMPKIN, John Henry","005836","Georgia","Democratic Party",34,"House",1812,1860,"images/manual/005836.jpg","manual","History of Congress, biographical and political comprising memoirs of members of the Congress of the United States drawn from authentic sources. [Public Domain]"
"MAXWELL, Augustus Emmett","006094","Florida","Democratic Party",34,"House",1820,1903,"images/wiki/006094.jpg","wiki",""
"MEACHAM, James","006392","Vermont","Opposition Party",34,"House",1810,1856,"images/wiki/006392.jpg","wiki",""
"MOORE, Oscar Fitzallen","006645","Ohio","Opposition Party",34,"House",1817,1885,"images/wiki/006645.jpg","wiki",""
"McMULLEN, Fayette","006362","Virginia","Democratic Party",34,"House",1805,1880,"images/wiki/006362.jpg","wiki",""
"NOURSE, Amos","006980","Maine","Republican Party",34,"Senate",1794,1877,"images/bio_guide/006980.jpg","bio_guide",""
"OLIVER, Andrew","007057","New York","Democratic Party",34,"House",1815,1889,"images/wiki/007057.jpg","wiki",""
"PACKER, Asa","007145","Pennsylvania","Democratic Party",34,"House",1805,1879,"images/wiki/007145.jpg","wiki",""
"PECK, George Washington","007294","Michigan","Democratic Party",34,"House",1818,1905,"images/wiki/007294.jpg","wiki",""
"PELTON, Guy Ray","007314","New York","Opposition Party",34,"House",1824,1890,"images/wiki/007314.jpg","wiki",""
"PENNINGTON, Alexander Cumming McWhorter","007329","New Jersey","Opposition Party",34,"House",1810,1867,"images/wiki/007329.jpg","wiki",""
"PIERCE, Franklin","099882","President","Democratic Party",34,"President",1804,1869,"images/bio_guide/099882.jpg","bio_guide",""
"PORTER, Gilchrist","007534","Missouri","Opposition Party",34,"House",1817,1894,"images/wiki/007534.jpg","wiki",""
"PRATT, Thomas George","007596","Maryland","Opposition Party",34,"Senate",1804,1869,"images/bio_guide/007596.jpg","bio_guide",""
"PRINGLE, Benjamin","007629","New York","Opposition Party",34,"House",1807,1887,"images/wiki/007629.jpg","wiki",""
"SABIN, Alvah","008164","Vermont","Opposition Party",34,"House",1793,1885,"images/wiki/008164.jpg","wiki",""
"SAGE, Russell","008174","New York","Opposition Party",34,"House",1816,1906,"images/wiki/008174.jpg","wiki",""
"SMITH, William Russell","008706","Alabama","American Party",34,"House",1815,1896,"images/wiki/008706.jpg","wiki",""
"STRANAHAN, James Samuel Thomas","009011","New York","Opposition Party",34,"House",1808,1898,"images/wiki/009011.jpg","wiki",""
"THORINGTON, James","009354","Iowa","Opposition Party",34,"House",1816,1887,"images/wiki/009354.jpg","wiki",""
"TOUCEY, Isaac","009425","Connecticut","Democratic Party",34,"Senate",1792,1869,"images/bio_guide/009425.jpg","bio_guide",""
"TRAFTON, Mark","009454","Massachusetts","American Party",34,"House",1810,1901,"images/wiki/009454.jpg","wiki",""
"VAIL, George","009582","New Jersey","Democratic Party",34,"House",1809,1875,"images/wiki/009582.jpg","wiki",""
"WAKEMAN, Abram","009719","New York","Opposition Party",34,"House",1824,1889,"images/wiki/009719.jpg","wiki",""
"WARNER, Hiram","009831","Georgia","Democratic Party",34,"House",1802,1881,"images/wiki/009831.jpg","wiki",""
"WATSON, Cooper Kinderdine","009871","Ohio","Opposition Party",34,"House",1810,1880,"images/wiki/009871.jpg","wiki",""
"WELLER, John B.","009934","California","Democratic Party",34,"Senate",1812,1875,"images/bio_guide/009934.jpg","bio_guide",""
"WELLS, Daniel, Jr.","009941","Wisconsin","Democratic Party",34,"House",1808,1902,"images/wiki/009941.jpg","wiki",""
"WHEELER, John","009991","New York","Democratic Party",34,"House",1823,1906,"images/wiki/009991.jpg","wiki",""
"WILLIAMS, John","010161","New York","Democratic Party",34,"House",1807,1875,"images/wiki/010161.jpg","wiki",""
"WOODWORTH, James Hutchinson","010364","Illinois","Opposition Party",34,"House",1804,1869,"images/wiki/010364.jpg","wiki",""
"ASHE, William Shepperd","000262","North Carolina","Democratic Party",33,"House",1814,1862,"images/wiki/000262.jpg","wiki",""
"ATCHISON, David Rice","000277","Missouri","Democratic Party",33,"Senate",1807,1886,"images/bio_guide/000277.jpg","bio_guide",""
"ATHERTON, Charles Gordon","000278","New Hampshire","Democratic Party",33,"Senate",1804,1853,"images/bio_guide/000278.jpg","bio_guide",""
"BADGER, George Edmund","000330","North Carolina","Whig Party",33,"Senate",1795,1866,"images/bio_guide/000330.jpg","bio_guide",""
"BENTON, Thomas Hart","000658","Missouri","Democratic Party",33,"House",1782,1858,"images/bio_guide/000658.jpg","bio_guide",""
"BISSELL, William Harrison","000736","Illinois","Ind. Democratic Party",33,"House",1811,1860,"images/wiki/000736.jpg","wiki",""
"BOODY, Azariah","000848","New York","Whig Party",33,"House",1815,1885,"images/wiki/000848.jpg","wiki",""
"BORLAND, Solon","000865","Arkansas","Democratic Party",33,"Senate",1808,1864,"images/bio_guide/000865.jpg","bio_guide",""
"BOYD, Linn","000931","Kentucky","Democratic Party",33,"House",1800,1859,"images/bio_guide/000931.jpg","bio_guide",""
"BRAINERD, Lawrence","000969","Vermont","Free Soil Party",33,"Senate",1794,1870,"images/bio_guide/000969.jpg","bio_guide",""
"CHAMBERLAIN, Ebenezer Mattoon","001621","Indiana","Democratic Party",33,"House",1805,1861,"images/wiki/001621.jpg","wiki",""
"CHANDLER, Joseph Ripley","001636","Pennsylvania","Whig Party",33,"House",1792,1880,"images/bio_guide/001636.jpg","bio_guide",""
"COOPER, James","002048","Pennsylvania","Whig Party",33,"Senate",1810,1863,"images/bio_guide/002048.jpg","bio_guide",""
"CROCKER, Samuel Leonard","002186","Massachusetts","Whig Party",33,"House",1804,1883,"images/wiki/002186.jpg","wiki",""
"CUTTING, Francis Brockholst","002290","New York","Democratic Party",33,"House",1804,1870,"images/wiki/002290.jpg","wiki",""
"DAWSON, William Crosby","002431","Georgia","Whig Party",33,"Senate",1798,1856,"images/bio_guide/002431.jpg","bio_guide",""
"DEAN, Gilbert","002445","New York","Democratic Party",33,"House",1819,1870,"images/wiki/002445.jpg","wiki",""
"DICKINSON, Edward","002571","Massachusetts","Whig Party",33,"House",1803,1874,"images/wiki/002571.jpg","wiki",""
"DISNEY, David Tiernan","002610","Ohio","Democratic Party",33,"House",1803,1857,"images/wiki/002610.jpg","wiki",""
"DIXON, Archibald","002615","Kentucky","Whig Party",33,"Senate",1802,1876,"images/bio_guide/002615.jpg","bio_guide",""
"DODGE, Augustus Caesar","002640","Iowa","Democratic Party",33,"Senate",1812,1883,"images/bio_guide/002640.jpg","bio_guide",""
"DUNHAM, Cyrus Livingston","002765","Indiana","Democratic Party",33,"House",1817,1877,"images/wiki/002765.jpg","wiki",""
"EASTMAN, Ben C.","002823","Wisconsin","Democratic Party",33,"House",1812,1856,"images/wiki/002823.jpg","wiki",""
"EDDY, Norman","002840","Indiana","Democratic Party",33,"House",1810,1872,"images/wiki/002840.jpg","wiki",""
"EDGERTON, Alfred Peck","002845","Ohio","Democratic Party",33,"House",1813,1897,"images/wiki/002845.jpg","wiki",""
"EDMANDS, John Wiley","002850","Massachusetts","Whig Party",33,"House",1809,1877,"images/wiki/002850.jpg","wiki",""
"EVERETT, Edward","003026","Massachusetts","Whig Party",33,"Senate",1794,1865,"images/bio_guide/003026.jpg","bio_guide",""
"EVERHART, William","003032","Pennsylvania","Whig Party",33,"House",1785,1868,"images/wiki/003032.jpg","wiki",""
"GILLETTE, Francis","003602","Connecticut","Free Soil Party",33,"Senate",1807,1879,"images/bio_guide/003602.jpg","bio_guide",""
"GOODRICH, John Zacheus","003680","Massachusetts","Whig Party",33,"House",1804,1885,"images/wiki/003680.jpg","wiki",""
"HARLAN, Andrew Jackson","004074","Indiana","Democratic Party",33,"House",1815,1907,"images/wiki/004074.jpg","wiki",""
"HASTINGS, George","004178","New York","Democratic Party",33,"House",1807,1866,"images/wiki/004178.jpg","wiki",""
"HIBBARD, Harry","004380","New Hampshire","Democratic Party",33,"House",1816,1872,"images/wiki/004380.jpg","wiki",""
"HIESTER, Isaac Ellmaker","004392","Pennsylvania","Whig Party",33,"House",1824,1871,"images/wiki/004392.jpg","wiki",""
"HILLYER, Junius","004438","Georgia","Democratic Party",33,"House",1807,1886,"images/wiki/004438.jpg","wiki",""
"HOWE, Thomas Marshall","004640","Pennsylvania","Whig Party",33,"House",1808,1877,"images/wiki/004640.jpg","wiki",""
"JONES, Daniel Terryll","005027","New York","Democratic Party",33,"House",1800,1861,"images/wiki/005027.jpg","wiki",""
"LEWIS, Charles Swearinger","005632","Virginia","Democratic Party",33,"House",1821,1878,"images/wiki/005632.jpg","wiki",""
"LINDSLEY, William Dell","005682","Ohio","Democratic Party",33,"House",1812,1890,"images/wiki/005682.jpg","wiki",""
"LYON, Caleb","005862","New York","Independent",33,"House",1822,1875,"images/wiki/005862.jpg","wiki",""
"MAURICE, James","006090","New York","Democratic Party",33,"House",1814,1884,"images/wiki/006090.jpg","wiki",""
"MIDDLESWARTH, Ner","006458","Pennsylvania","Whig Party",33,"House",1783,1865,"images/wiki/006458.jpg","wiki",""
"MORRISON, George Washington","006720","New Hampshire","Democratic Party",33,"House",1809,1888,"images/wiki/006720.jpg","wiki",""
"MORTON, Jackson","006739","Florida","Whig Party",33,"Senate",1794,1874,"images/bio_guide/006739.jpg","bio_guide",""
"MURRAY, William","006827","New York","Democratic Party",33,"House",1803,1875,"images/wiki/006827.jpg","wiki",""
"NOBLE, David Addison","006940","Michigan","Democratic Party",33,"House",1802,1876,"images/wiki/006940.jpg","wiki",""
"NORRIS, Moses, Jr.","006961","New Hampshire","Democratic Party",33,"Senate",1799,1855,"images/bio_guide/006961.jpg","bio_guide",""
"OLDS, Edson Baldwin","007051","Ohio","Democratic Party",33,"House",1802,1869,"images/wiki/007051.jpg","wiki",""
"PECK, Jared Valentine","007295","New York","Democratic Party",33,"House",1816,1891,"images/wiki/007295.jpg","wiki",""
"PECKHAM, Rufus Wheeler","007298","New York","Democratic Party",33,"House",1809,1873,"images/wiki/007298.jpg","wiki",""
"PERKINS, Bishop","007341","New York","Democratic Party",33,"House",1787,1866,"images/wiki/007341.jpg","wiki",""
"PETTIT, John","007383","Indiana","Democratic Party",33,"Senate",1807,1877,"images/bio_guide/007383.jpg","bio_guide",""
"PHELPS, Samuel Shethar","007404","Vermont","Whig Party",33,"Senate",1793,1855,"images/bio_guide/007404.jpg","bio_guide",""
"PHILLIPS, Philip","007416","Alabama","Democratic Party",33,"House",1807,1884,"images/wiki/007416.jpg","wiki",""
"PRATT, James Timothy","007592","Connecticut","Democratic Party",33,"House",1802,1887,"images/wiki/007592.jpg","wiki",""
"ROCKWELL, Julius","008004","Massachusetts","Whig Party",33,"Senate",1805,1888,"images/bio_guide/008004.jpg","bio_guide",""
"ROWE, Peter","008093","New York","Democratic Party",33,"House",1807,1876,"images/wiki/008093.jpg","wiki",""
"SCUDDER, Zeno","008328","Massachusetts","Whig Party",33,"House",1807,1857,"images/wiki/008328.jpg","wiki",""
"SEYMOUR, Origen Storrs","008386","Connecticut","Democratic Party",33,"House",1804,1881,"images/manual/008386.jpg","manual","History of Litchfield County, Connecticut, 1881 [Public Domain]"
"SHANNON, Wilson","008404","Ohio","Democratic Party",33,"House",1802,1877,"images/wiki/008404.jpg","wiki",""
"SMITH, Gerrit","008625","New York","Free Soil Party",33,"House",1797,1874,"images/wiki/008625.jpg","wiki",""
"SMITH, Truman","008691","Connecticut","Whig Party",33,"Senate",1791,1884,"images/bio_guide/008691.jpg","bio_guide",""
"SMYTH, George Washington","008716","Texas","Democratic Party",33,"House",1803,1866,"images/manual/008716.jpg","manual","Representing Texas https://books.google.com/books?id=-14gbMQftG0C"
"SOULÉ, Pierre","008745","Louisiana","Democratic Party",33,"Senate",1801,1870,"images/bio_guide/008745.jpg","bio_guide",""
"STANTON, Richard Henry","008846","Kentucky","Democratic Party",33,"House",1812,1891,"images/wiki/008846.jpg","wiki",""
"TAYLOR, John James","009219","New York","Democratic Party",33,"House",1808,1892,"images/wiki/009219.jpg","wiki",""
"TRACY, Andrew","009448","Vermont","Whig Party",33,"House",1797,1868,"images/wiki/009448.jpg","wiki",""
"TWEED, William Marcy","009533","New York","Democratic Party",33,"House",1823,1878,"images/wiki/009533.jpg","wiki",""
"UPHAM, Charles Wentworth","009566","Massachusetts","Whig Party",33,"House",1802,1875,"images/wiki/009566.jpg","wiki",""
"WALBRIDGE, Hiram","009723","New York","Democratic Party",33,"House",1821,1870,"images/wiki/009723.jpg","wiki",""
"WALKER, Isaac Pigeon","009743","Wisconsin","Democratic Party",33,"Senate",1815,1872,"images/bio_guide/009743.jpg","bio_guide",""
"WALSH, Michael","009786","New York","Democratic Party",33,"House",1810,1859,"images/wiki/009786.jpg","wiki",""
"WELLS, John Sullivan","009945","New Hampshire","Democratic Party",33,"Senate",1803,1860,"images/bio_guide/009945.jpg","bio_guide",""
"WENTWORTH, Tappan","009955","Massachusetts","Whig Party",33,"House",1802,1875,"images/wiki/009955.jpg","wiki",""
"WESTBROOK, Theodoric Romeyn","009965","New York","Democratic Party",33,"House",1821,1885,"images/wiki/009965.jpg","wiki",""
"WILLIAMS, Jared Warner","010156","New Hampshire","Democratic Party",33,"Senate",1796,1864,"images/bio_guide/010156.jpg","bio_guide",""
"ALLEN, Charles","000101","Massachusetts","Free Soil Party",32,"House",1797,1869,"images/wiki/000101.jpg","wiki",""
"APPLETON, John","000218","Maine","Democratic Party",32,"House",1815,1864,"images/wiki/000218.jpg","wiki",""
"BABCOCK, Leander","000315","New York","Democratic Party",32,"House",1811,1864,"images/wiki/000315.jpg","wiki",""
"BARTLETT, Thomas, Jr.","000492","Vermont","Democratic Party",32,"House",1808,1876,"images/wiki/000492.jpg","wiki",""
"BERRIEN, John Macpherson","000669","Georgia","Whig Party",32,"Senate",1781,1856,"images/bio_guide/000669.jpg","bio_guide",""
"BRADBURY, James Ware","000946","Maine","Democratic Party",32,"Senate",1802,1901,"images/bio_guide/000946.jpg","bio_guide",""
"BROOKE, Walker","001069","Mississippi","Whig Party",32,"Senate",1813,1869,"images/bio_guide/001069.jpg","bio_guide",""
"BUELL, Alexander Hamilton","001217","New York","Democratic Party",32,"House",1801,1853,"images/wiki/001217.jpg","wiki",""
"BURROWS, Lorenzo","001311","New York","Whig Party",32,"House",1805,1885,"images/wiki/001311.jpg","wiki",""
"CABELL, Edward Carrington","001378","Florida","Whig Party",32,"House",1816,1896,"images/wiki/001378.jpg","wiki",""
"CAMPBELL, Thompson","001466","Illinois","Democratic Party",32,"House",1811,1868,"images/wiki/001466.jpg","wiki",""
"CARTTER, David Kellogg","001555","Ohio","Democratic Party",32,"House",1812,1887,"images/wiki/001555.jpg","wiki",""
"CATHCART, Charles William","001598","Indiana","Democratic Party",32,"Senate",1809,1888,"images/bio_guide/001598.jpg","bio_guide",""
"CHAPMAN, Charles","001653","Connecticut","Whig Party",32,"House",1799,1869,"images/bio_guide/001653.jpg","bio_guide",""
"CHARLTON, Robert Milledge","001664","Georgia","Democratic Party",32,"Senate",1807,1854,"images/bio_guide/001664.jpg","bio_guide",""
"CLARK, Lincoln","001777","Iowa","Democratic Party",32,"House",1800,1886,"images/wiki/001777.jpg","wiki",""
"CLARKE, John Hopkins","001796","Rhode Island","Whig Party",32,"Senate",1789,1870,"images/bio_guide/001796.jpg","bio_guide",""
"CLAY, Henry","001810","Kentucky","Whig Party",32,"Senate",1777,1852,"images/bio_guide/001810.jpg","bio_guide",""
"CLEMENS, Jeremiah","001827","Alabama","Democratic Party",32,"Senate",1814,1865,"images/bio_guide/001827.jpg","bio_guide",""
"CLEVELAND, Chauncey Fitch","001836","Connecticut","Democratic Party",32,"House",1799,1887,"images/wiki/001836.jpg","wiki",""
"DARBY, John Fletcher","002334","Missouri","Whig Party",32,"House",1803,1882,"images/wiki/002334.jpg","wiki",""
"DAVIS, John","002394","Massachusetts","Whig Party",32,"Senate",1787,1854,"images/bio_guide/002394.jpg","bio_guide",""
"DE SAUSSURE, William Ford","002526","South Carolina","Democratic Party",32,"Senate",1792,1870,"images/bio_guide/002526.jpg","bio_guide",""
"DOTY, James Duane","002680","Wisconsin","Ind. Democratic Party",32,"House",1799,1865,"images/wiki/002680.jpg","wiki",""
"DOWNS, Solomon Weathersbee","002708","Louisiana","Democratic Party",32,"Senate",1801,1854,"images/bio_guide/002708.jpg","bio_guide",""
"DUNCAN, James Henry","002759","Massachusetts","Whig Party",32,"House",1793,1869,"images/wiki/002759.jpg","wiki",""
"FAY, Francis Ball","003084","Massachusetts","Whig Party",32,"House",1793,1876,"images/wiki/003084.jpg","wiki",""
"FELCH, Alpheus","003093","Michigan","Democratic Party",32,"Senate",1804,1896,"images/bio_guide/003093.jpg","bio_guide",""
"FILLMORE, Millard","099881","President","Whig Party",32,"President",1800,1874,"images/bio_guide/099881.jpg","bio_guide",""
"FLOYD, John Gelston","003236","New York","Democratic Party",32,"House",1806,1881,"images/wiki/003236.jpg","wiki",""
"FOOTE, Henry Stuart","003259","Mississippi","Democratic Party",32,"Senate",1804,1880,"images/bio_guide/003259.jpg","bio_guide",""
"GAYLORD, James Madison","003515","Ohio","Democratic Party",32,"House",1811,1874,"images/wiki/003515.jpg","wiki",""
"GENTRY, Meredith Poindexter","003530","Tennessee","Whig Party",32,"House",1809,1866,"images/wiki/003530.jpg","wiki",""
"GORMAN, Willis Arnold","003713","Indiana","Democratic Party",32,"House",1816,1876,"images/wiki/003713.jpg","wiki",""
"HALL, Willard Preble","003959","Missouri","Democratic Party",32,"House",1820,1882,"images/wiki/003959.jpg","wiki",""
"HART, Emanuel Bernard","004144","New York","Democratic Party",32,"House",1809,1897,"images/wiki/004144.jpg","wiki",""
"HOWARD, Volney Erskine","004632","Texas","Democratic Party",32,"House",1809,1889,"images/manual/004632.jpg","manual","Representing Texas https://books.google.com/books?id=-14gbMQftG0C"
"IVES, Willard","004835","New York","Democratic Party",32,"House",1806,1896,"images/wiki/004835.jpg","wiki",""
