"name","icpsr","state","party","congress","chamber","born","died","image","source","provenance"
"ABRAHAM, Ralph","021522","Louisiana","Republican Party",116,"House",1954,"","images/bio_guide/021522.jpg","bio_guide",""
"ADAMS, Alma","021545","North Carolina","Democratic Party",116,"House",1946,"","images/bio_guide/021545.jpg","bio_guide",""
"ADERHOLT, Robert","029701","Alabama","Republican Party",116,"House",1965,"","images/bio_guide/029701.jpg","bio_guide",""
"AGUILAR, Peter Rey","021506","California","Democratic Party",116,"House",1979,"","images/bio_guide/021506.jpg","bio_guide",""
"ALEXANDER, Lamar","040304","Tennessee","Republican Party",116,"Senate",1940,"","images/bio_guide/040304.jpg","bio_guide",""
"ALLEN, Rick W.","021516","Georgia","Republican Party",116,"House",1951,"","images/bio_guide/021516.jpg","bio_guide",""
"ALLRED, Colin","021900","Texas","Democratic Party",116,"House",1983,"","images/bio_guide/021900.jpg","bio_guide",""
"AMASH, Justin","091143","Michigan","Independent",116,"House",1980,"","images/bio_guide/091143.jpg","bio_guide",""
"AMASH, Justin","021143","Michigan","Republican Party",116,"House",1980,"","images/bio_guide/021143.jpg","bio_guide",""
"AMODEI, Mark E.","021196","Nevada","Republican Party",116,"House",1958,"","images/bio_guide/021196.jpg","bio_guide",""
"ARMSTRONG, Kelly","021901","North Dakota","Republican Party",116,"House",1976,"","images/bio_guide/021901.jpg","bio_guide",""
"ARRINGTON, Jodey Cook","021700","Texas","Republican Party",116,"House",1972,"","images/wiki/021700.jpg","wiki",""
"AXNE, Cynthia","021902","Iowa","Democratic Party",116,"House",1965,"","images/bio_guide/021902.jpg","bio_guide",""
"BABIN, Brian","021551","Texas","Republican Party",116,"House",1948,"","images/bio_guide/021551.jpg","bio_guide",""
"BACON, Donald J.","021701","Nebraska","Republican Party",116,"House",1963,"","images/wiki/021701.jpg","wiki",""
"BAIRD, James","021903","Indiana","Republican Party",116,"House",1945,"","images/bio_guide/021903.jpg","bio_guide",""
"BALDERSON, Troy","021759","Ohio","Republican Party",116,"House",1962,"","images/manual/021759.jpg","manual","Troy Balderson Twitter Account"
"BALDWIN, Tammy","029940","Wisconsin","Democratic Party",116,"Senate",1962,"","images/bio_guide/029940.jpg","bio_guide",""
"BANKS, James E.","021702","Indiana","Republican Party",116,"House",1979,"","images/bio_guide/021702.jpg","bio_guide",""
"BARR, Garland H. (Andy) IV","021333","Kentucky","Republican Party",116,"House",1973,"","images/bio_guide/021333.jpg","bio_guide",""
"BARRAGÁN, Nanette Diaz","021703","California","Democratic Party",116,"House",1976,"","images/bio_guide/021703.jpg","bio_guide",""
"BARRASSO, John A.","040707","Wyoming","Republican Party",116,"Senate",1952,"","images/bio_guide/040707.jpg","bio_guide",""
"BASS, Karen","021110","California","Democratic Party",116,"House",1953,"","images/wiki/021110.jpg","wiki",""
"BEATTY, Joyce","021352","Ohio","Democratic Party",116,"House",1950,"","images/bio_guide/021352.jpg","bio_guide",""
"BENNET, Michael F.","040910","Colorado","Democratic Party",116,"Senate",1964,"","images/bio_guide/040910.jpg","bio_guide",""
"BERA, Ami","021304","California","Democratic Party",116,"House",1965,"","images/bio_guide/021304.jpg","bio_guide",""
"BERGMAN, John","021704","Michigan","Republican Party",116,"House",1947,"","images/bio_guide/021704.jpg","bio_guide",""
"BEYER, Donald Sternoff Jr.","021554","Virginia","Democratic Party",116,"House",1950,"","images/bio_guide/021554.jpg","bio_guide",""
"BIGGS, Andrew S.","021705","Arizona","Republican Party",116,"House",1958,"","images/bio_guide/021705.jpg","bio_guide",""
"BILIRAKIS, Gus","020758","Florida","Republican Party",116,"House",1963,"","images/bio_guide/020758.jpg","bio_guide",""
"BISHOP, Dan","021986","North Carolina","Republican Party",116,"House",1964,"","images/bio_guide/021986.jpg","bio_guide",""
"BISHOP, Robert (Rob)","020357","Utah","Republican Party",116,"House",1951,"","images/bio_guide/020357.jpg","bio_guide",""
"BISHOP, Sanford Dixon, Jr.","029339","Georgia","Democratic Party",116,"House",1947,"","images/bio_guide/029339.jpg","bio_guide",""
"BLACKBURN, Marsha","020351","Tennessee","Republican Party",116,"Senate",1952,"","images/bio_guide/020351.jpg","bio_guide",""
"BLUMENAUER, Earl","029588","Oregon","Democratic Party",116,"House",1948,"","images/bio_guide/029588.jpg","bio_guide",""
"BLUMENTHAL, Richard","041101","Connecticut","Democratic Party",116,"Senate",1946,"","images/bio_guide/041101.jpg","bio_guide",""
"BLUNT ROCHESTER, Lisa","021706","Delaware","Democratic Party",116,"House",1962,"","images/bio_guide/021706.jpg","bio_guide",""
"BLUNT, Roy","029735","Missouri","Republican Party",116,"Senate",1950,"","images/bio_guide/029735.jpg","bio_guide",""
"BONAMICI, Suzanne","021198","Oregon","Democratic Party",116,"House",1954,"","images/wiki/021198.jpg","wiki",""
"BOOKER, Cory Anthony","041308","New Jersey","Democratic Party",116,"Senate",1969,"","images/bio_guide/041308.jpg","bio_guide",""
"BOOZMAN, John","020101","Arkansas","Republican Party",116,"Senate",1950,"","images/bio_guide/020101.jpg","bio_guide",""
"BOST, Mike","021519","Illinois","Republican Party",116,"House",1960,"","images/bio_guide/021519.jpg","bio_guide",""
"BOYLE, Brendan Francis","021548","Pennsylvania","Democratic Party",116,"House",1977,"","images/bio_guide/021548.jpg","bio_guide",""
"BRADY, Kevin Patrick","029760","Texas","Republican Party",116,"House",1955,"","images/bio_guide/029760.jpg","bio_guide",""
"BRAUN, Michael","041900","Indiana","Republican Party",116,"Senate",1954,"","images/bio_guide/041900.jpg","bio_guide",""
"BRINDISI, Anthony","021904","New York","Democratic Party",116,"House",1978,"","images/bio_guide/021904.jpg","bio_guide",""
"BROOKS, Mo","021193","Alabama","Republican Party",116,"House",1954,"","images/bio_guide/021193.jpg","bio_guide",""
"BROOKS, Susan","021331","Indiana","Republican Party",116,"House",1960,"","images/bio_guide/021331.jpg","bio_guide",""
"BROWN, Anthony Gregory","021707","Maryland","Democratic Party",116,"House",1961,"","images/wiki/021707.jpg","wiki",""
"BROWN, Sherrod","029389","Ohio","Democratic Party",116,"Senate",1952,"","images/bio_guide/029389.jpg","bio_guide",""
"BROWNLEY, Julia","021308","California","Democratic Party",116,"House",1952,"","images/bio_guide/021308.jpg","bio_guide",""
"BUCHANAN, Vernon G.","020709","Florida","Republican Party",116,"House",1951,"","images/bio_guide/020709.jpg","bio_guide",""
"BUCK, Kenneth Robert","021510","Colorado","Republican Party",116,"House",1959,"","images/wiki/021510.jpg","wiki",""
"BUCSHON, Larry","021132","Indiana","Republican Party",116,"House",1962,"","images/wiki/021132.jpg","wiki",""
"BUDD, Theodore Paul","021708","North Carolina","Republican Party",116,"House",1971,"","images/bio_guide/021708.jpg","bio_guide",""
"BURCHETT, Timothy","021905","Tennessee","Republican Party",116,"House",1964,"","images/bio_guide/021905.jpg","bio_guide",""
"BURGESS, Michael C.","020355","Texas","Republican Party",116,"House",1950,"","images/bio_guide/020355.jpg","bio_guide",""
"BURR, Richard M.","029548","North Carolina","Republican Party",116,"Senate",1955,"","images/bio_guide/029548.jpg","bio_guide",""
"BUSTOS, Cheri","021329","Illinois","Democratic Party",116,"House",1961,"","images/bio_guide/021329.jpg","bio_guide",""
"BUTTERFIELD, George Kenneth, Jr. (G.K.)","020340","North Carolina","Democratic Party",116,"House",1947,"","images/bio_guide/020340.jpg","bio_guide",""
"BYRNE, Bradley","021376","Alabama","Republican Party",116,"House",1955,"","images/bio_guide/021376.jpg","bio_guide",""
"CALVERT, Ken","029323","California","Republican Party",116,"House",1953,"","images/bio_guide/029323.jpg","bio_guide",""
"CANTWELL, Maria E.","039310","Washington","Democratic Party",116,"Senate",1958,"","images/bio_guide/039310.jpg","bio_guide",""
"CAPITO, Shelley Moore","020146","West Virginia","Republican Party",116,"Senate",1953,"","images/bio_guide/020146.jpg","bio_guide",""
"CARBAJAL, Salud","021709","California","Democratic Party",116,"House",1964,"","images/wiki/021709.jpg","wiki",""
"CARDIN, Benjamin Louis","015408","Maryland","Democratic Party",116,"Senate",1943,"","images/bio_guide/015408.jpg","bio_guide",""
"CARPER, Thomas Richard","015015","Delaware","Democratic Party",116,"Senate",1947,"","images/bio_guide/015015.jpg","bio_guide",""
"CARSON, André","020757","Indiana","Democratic Party",116,"House",1974,"","images/bio_guide/020757.jpg","bio_guide",""
"CARTER, Buddy","021513","Georgia","Republican Party",116,"House",1957,"","images/bio_guide/021513.jpg","bio_guide",""
"CARTER, John R.","020356","Texas","Republican Party",116,"House",1941,"","images/bio_guide/020356.jpg","bio_guide",""
"CARTWRIGHT, Matt","021358","Pennsylvania","Democratic Party",116,"House",1961,"","images/bio_guide/021358.jpg","bio_guide",""
"CASE, Ed","020322","Hawaii","Democratic Party",116,"House",1952,"","images/bio_guide/020322.jpg","bio_guide",""
"CASEY, Robert (Bob), Jr.","040703","Pennsylvania","Democratic Party",116,"Senate",1960,"","images/bio_guide/040703.jpg","bio_guide",""
"CASSIDY, Bill","020919","Louisiana","Republican Party",116,"Senate",1957,"","images/bio_guide/020919.jpg","bio_guide",""
"CASTEN, Sean","021906","Illinois","Democratic Party",116,"House",1971,"","images/bio_guide/021906.jpg","bio_guide",""
"CASTOR, Kathy","020708","Florida","Democratic Party",116,"House",1966,"","images/bio_guide/020708.jpg","bio_guide",""
"CASTRO, Joaquin","021362","Texas","Democratic Party",116,"House",1974,"","images/bio_guide/021362.jpg","bio_guide",""
"CHABOT, Steve","029550","Ohio","Republican Party",116,"House",1953,"","images/bio_guide/029550.jpg","bio_guide",""
"CHENEY, Liz","021710","Wyoming","Republican Party",116,"House",1966,"","images/bio_guide/021710.jpg","bio_guide",""
"CHU, Judy","020955","California","Democratic Party",116,"House",1953,"","images/bio_guide/020955.jpg","bio_guide",""
"CICILLINE, David N.","021172","Rhode Island","Democratic Party",116,"House",1961,"","images/wiki/021172.jpg","wiki",""
"CISNEROS, Gil","021907","California","Democratic Party",116,"House",1972,"","images/bio_guide/021907.jpg","bio_guide",""
"CLARK, Katherine M.","021375","Massachusetts","Democratic Party",116,"House",1963,"","images/bio_guide/021375.jpg","bio_guide",""
"CLARKE, Yvette Diane","020733","New York","Democratic Party",116,"House",1964,"","images/bio_guide/020733.jpg","bio_guide",""
"CLAY, William Lacy, Jr.","020147","Missouri","Democratic Party",116,"House",1956,"","images/bio_guide/020147.jpg","bio_guide",""
"CLEAVER, Emanuel, II","020517","Missouri","Democratic Party",116,"House",1944,"","images/bio_guide/020517.jpg","bio_guide",""
"CLINE, Benjamin","021908","Virginia","Republican Party",116,"House",1972,"","images/bio_guide/021908.jpg","bio_guide",""
"CLOUD, Michael","021758","Texas","Republican Party",116,"House",1975,"","images/wiki/021758.jpg","wiki",""
"CLYBURN, James Enos","039301","South Carolina","Democratic Party",116,"House",1940,"","images/bio_guide/039301.jpg","bio_guide",""
"COHEN, Stephen","020748","Tennessee","Democratic Party",116,"House",1949,"","images/bio_guide/020748.jpg","bio_guide",""
"COLE, Tom","020344","Oklahoma","Republican Party",116,"House",1949,"","images/bio_guide/020344.jpg","bio_guide",""
"COLLINS, Chris","021345","New York","Republican Party",116,"House",1950,"","images/bio_guide/021345.jpg","bio_guide",""
"COLLINS, Doug","021323","Georgia","Republican Party",116,"House",1966,"","images/bio_guide/021323.jpg","bio_guide",""
"COLLINS, Susan Margaret","049703","Maine","Republican Party",116,"Senate",1952,"","images/bio_guide/049703.jpg","bio_guide",""
"COMER, James","021565","Kentucky","Republican Party",116,"House",1972,"","images/bio_guide/021565.jpg","bio_guide",""
"CONAWAY, K. Michael","020531","Texas","Republican Party",116,"House",1948,"","images/bio_guide/020531.jpg","bio_guide",""
"CONNOLLY, Gerald E. (Gerry)","020952","Virginia","Democratic Party",116,"House",1950,"","images/bio_guide/020952.jpg","bio_guide",""
"COOK, Paul","021305","California","Republican Party",116,"House",1943,"","images/bio_guide/021305.jpg","bio_guide",""
"COONS, Christopher A.","040916","Delaware","Democratic Party",116,"Senate",1963,"","images/bio_guide/040916.jpg","bio_guide",""
"COOPER, James Hayes Shofner","015019","Tennessee","Democratic Party",116,"House",1954,"","images/bio_guide/015019.jpg","bio_guide",""
"CORNYN, John","040305","Texas","Republican Party",116,"Senate",1952,"","images/bio_guide/040305.jpg","bio_guide",""
"CORREA, Jose Luis","021711","California","Democratic Party",116,"House",1958,"","images/wiki/021711.jpg","wiki",""
"CORTEZ MASTO, Catherine Marie","041700","Nevada","Democratic Party",116,"Senate",1964,"","images/bio_guide/041700.jpg","bio_guide",""
"COSTA, Jim","020501","California","Democratic Party",116,"House",1952,"","images/bio_guide/020501.jpg","bio_guide",""
"COTTON, Tom","021301","Arkansas","Republican Party",116,"Senate",1977,"","images/bio_guide/021301.jpg","bio_guide",""
"COURTNEY, Joe","020706","Connecticut","Democratic Party",116,"House",1953,"","images/bio_guide/020706.jpg","bio_guide",""
"COX, TJ","021909","California","Democratic Party",116,"House",1963,"","images/bio_guide/021909.jpg","bio_guide",""
"CRAIG, Angela","021910","Minnesota","Democratic Party",116,"House",1972,"","images/bio_guide/021910.jpg","bio_guide",""
"CRAMER, Kevin","021350","North Dakota","Republican Party",116,"Senate",1961,"","images/bio_guide/021350.jpg","bio_guide",""
"CRAPO, Michael Dean","029345","Idaho","Republican Party",116,"Senate",1951,"","images/bio_guide/029345.jpg","bio_guide",""
"CRAWFORD, Rick","021106","Arkansas","Republican Party",116,"House",1966,"","images/bio_guide/021106.jpg","bio_guide",""
"CRENSHAW, Daniel","021911","Texas","Republican Party",116,"House",1984,"","images/bio_guide/021911.jpg","bio_guide",""
"CRIST, Charlie Joseph Jr.","021712","Florida","Democratic Party",116,"House",1956,"","images/bio_guide/021712.jpg","bio_guide",""
"CROW, Jason","021912","Colorado","Democratic Party",116,"House",1979,"","images/bio_guide/021912.jpg","bio_guide",""
"CRUZ, Rafael Edward (Ted)","041304","Texas","Republican Party",116,"Senate",1970,"","images/bio_guide/041304.jpg","bio_guide",""
"CUELLAR, Henry","020533","Texas","Democratic Party",116,"House",1955,"","images/bio_guide/020533.jpg","bio_guide",""
"CUMMINGS, Elijah Eugene","029587","Maryland","Democratic Party",116,"House",1951,"","images/bio_guide/029587.jpg","bio_guide",""
"CUNNINGHAM, Joe","021913","South Carolina","Democratic Party",116,"House",1982,"","images/bio_guide/021913.jpg","bio_guide",""
"CURTIS, John R.","021755","Utah","Republican Party",116,"House",1960,"","images/bio_guide/021755.jpg","bio_guide",""
"CÁRDENAS, Tony","021309","California","Democratic Party",116,"House",1963,"","images/bio_guide/021309.jpg","bio_guide",""
"DAINES, Steve","021338","Montana","Republican Party",116,"Senate",1962,"","images/bio_guide/021338.jpg","bio_guide",""
"DAVIDS, Sharice","021914","Kansas","Democratic Party",116,"House",1980,"","images/bio_guide/021914.jpg","bio_guide",""
"DAVIDSON, Warren","021564","Ohio","Republican Party",116,"House",1970,"","images/wiki/021564.jpg","wiki",""
"DAVIS, Danny K.","029717","Illinois","Democratic Party",116,"House",1941,"","images/bio_guide/029717.jpg","bio_guide",""
"DAVIS, Rodney","021328","Illinois","Republican Party",116,"House",1970,"","images/bio_guide/021328.jpg","bio_guide",""
"DAVIS, Susan A.","020108","California","Democratic Party",116,"House",1944,"","images/bio_guide/020108.jpg","bio_guide",""
"DEAN, Madeleine","021915","Pennsylvania","Democratic Party",116,"House",1959,"","images/bio_guide/021915.jpg","bio_guide",""
"DELGADO, Antonio","021916","New York","Democratic Party",116,"House",1977,"","images/bio_guide/021916.jpg","bio_guide",""
"DEMINGS, Valdez Butler","021713","Florida","Democratic Party",116,"House",1957,"","images/bio_guide/021713.jpg","bio_guide",""
"DESAULNIER, Mark James","021504","California","Democratic Party",116,"House",1952,"","images/wiki/021504.jpg","wiki",""
"DESJARLAIS, Scott","021179","Tennessee","Republican Party",116,"House",1964,"","images/bio_guide/021179.jpg","bio_guide",""
"DEUTCH, Theodore E. (Ted)","020959","Florida","Democratic Party",116,"House",1966,"","images/bio_guide/020959.jpg","bio_guide",""
"DIAZ-BALART, Mario","020316","Florida","Republican Party",116,"House",1961,"","images/bio_guide/020316.jpg","bio_guide",""
"DINGELL, Debbie","021529","Michigan","Democratic Party",116,"House",1953,"","images/bio_guide/021529.jpg","bio_guide",""
"DOGGETT, Lloyd Alton, II","029571","Texas","Democratic Party",116,"House",1946,"","images/bio_guide/029571.jpg","bio_guide",""
"DOYLE, Michael F.","029561","Pennsylvania","Democratic Party",116,"House",1953,"","images/bio_guide/029561.jpg","bio_guide",""
"DUCKWORTH, Tammy","021325","Illinois","Democratic Party",116,"Senate",1968,"","images/bio_guide/021325.jpg","bio_guide",""
"DUFFY, Sean","021189","Wisconsin","Republican Party",116,"House",1971,"","images/bio_guide/021189.jpg","bio_guide",""
"DUNCAN, Jeff","021174","South Carolina","Republican Party",116,"House",1966,"","images/bio_guide/021174.jpg","bio_guide",""
"DUNN, Neal Patrick","021714","Florida","Republican Party",116,"House",1953,"","images/wiki/021714.jpg","wiki",""
"DURBIN, Richard Joseph","015021","Illinois","Democratic Party",116,"Senate",1944,"","images/bio_guide/015021.jpg","bio_guide",""
"DeFAZIO, Peter Anthony","015410","Oregon","Democratic Party",116,"House",1947,"","images/bio_guide/015410.jpg","bio_guide",""
"DeGETTE, Diana","029710","Colorado","Democratic Party",116,"House",1957,"","images/bio_guide/029710.jpg","bio_guide",""
"DeLAURO, Rosa L.","029109","Connecticut","Democratic Party",116,"House",1943,"","images/bio_guide/029109.jpg","bio_guide",""
"DelBENE, Suzan K.","031101","Washington","Democratic Party",116,"House",1962,"","images/bio_guide/031101.jpg","bio_guide",""
"EMMER, Thomas Earl II","021531","Minnesota","Republican Party",116,"House",1961,"","images/bio_guide/021531.jpg","bio_guide",""
"ENGEL, Eliot Lance","015603","New York","Democratic Party",116,"House",1947,"","images/bio_guide/015603.jpg","bio_guide",""
"ENZI, Michael B.","049706","Wyoming","Republican Party",116,"Senate",1944,"","images/bio_guide/049706.jpg","bio_guide",""
"ERNST, Joni","041502","Iowa","Republican Party",116,"Senate",1970,"","images/bio_guide/041502.jpg","bio_guide",""
"ESCOBAR, Veronica","021917","Texas","Democratic Party",116,"House",1969,"","images/bio_guide/021917.jpg","bio_guide",""
"ESHOO, Anna Georges","029312","California","Democratic Party",116,"House",1942,"","images/bio_guide/029312.jpg","bio_guide",""
"ESPAILLAT, Adriano J.","021715","New York","Democratic Party",116,"House",1954,"","images/bio_guide/021715.jpg","bio_guide",""
"ESTES, Ron","021750","Kansas","Republican Party",116,"House",1956,"","images/bio_guide/021750.jpg","bio_guide",""
"EVANS, Dwight","021566","Pennsylvania","Democratic Party",116,"House",1954,"","images/bio_guide/021566.jpg","bio_guide",""
"FEINSTEIN, Dianne","049300","California","Democratic Party",116,"Senate",1933,"","images/bio_guide/049300.jpg","bio_guide",""
"FERGUSON, Anderson Drew IV","021717","Georgia","Republican Party",116,"House",1967,"","images/bio_guide/021717.jpg","bio_guide",""
"FINKENAUER, Abby","021918","Iowa","Democratic Party",116,"House",1988,"","images/bio_guide/021918.jpg","bio_guide",""
"FISCHER, Debra (Deb)","041302","Nebraska","Republican Party",116,"Senate",1951,"","images/bio_guide/041302.jpg","bio_guide",""
"FITZPATRICK, Brian K.","021718","Pennsylvania","Republican Party",116,"House",1973,"","images/bio_guide/021718.jpg","bio_guide",""
"FLEISCHMANN, Chuck","021178","Tennessee","Republican Party",116,"House",1962,"","images/bio_guide/021178.jpg","bio_guide",""
"FLETCHER, Elizabeth","021919","Texas","Democratic Party",116,"House",1975,"","images/bio_guide/021919.jpg","bio_guide",""
"FLORES, Bill","021182","Texas","Republican Party",116,"House",1954,"","images/bio_guide/021182.jpg","bio_guide",""
"FORTENBERRY, Jeff","020518","Nebraska","Republican Party",116,"House",1960,"","images/bio_guide/020518.jpg","bio_guide",""
"FOSTER, Bill","020749","Illinois","Democratic Party",116,"House",1955,"","images/bio_guide/020749.jpg","bio_guide",""
"FOXX, Virginia Ann","020521","North Carolina","Republican Party",116,"House",1943,"","images/bio_guide/020521.jpg","bio_guide",""
"FRANKEL, Lois","021321","Florida","Democratic Party",116,"House",1948,"","images/bio_guide/021321.jpg","bio_guide",""
"FUDGE, Marcia L.","020941","Ohio","Democratic Party",116,"House",1952,"","images/bio_guide/020941.jpg","bio_guide",""
"FULCHER, Russell","021920","Idaho","Republican Party",116,"House",1973,"","images/bio_guide/021920.jpg","bio_guide",""
"GABBARD, Tulsi","021324","Hawaii","Democratic Party",116,"House",1981,"","images/bio_guide/021324.jpg","bio_guide",""
"GAETZ, Matthew L. II","021719","Florida","Republican Party",116,"House",1982,"","images/bio_guide/021719.jpg","bio_guide",""
"GALLAGHER, Michael","021720","Wisconsin","Republican Party",116,"House",1984,"","images/wiki/021720.jpg","wiki",""
"GALLEGO, Ruben","021502","Arizona","Democratic Party",116,"House",1979,"","images/bio_guide/021502.jpg","bio_guide",""
"GARAMENDI, John","020958","California","Democratic Party",116,"House",1945,"","images/bio_guide/020958.jpg","bio_guide",""
"GARCIA, Mike","021988","California","Republican Party",116,"House",1976,"","images/wiki/021988.jpg","wiki",""
"GARCIA, Sylvia","021922","Texas","Democratic Party",116,"House",1950,"","images/bio_guide/021922.jpg","bio_guide",""
"GARCÍA, Jesús","021921","Illinois","Democratic Party",116,"House",1956,"","images/bio_guide/021921.jpg","bio_guide",""
"GARDNER, Cory","021112","Colorado","Republican Party",116,"Senate",1974,"","images/bio_guide/021112.jpg","bio_guide",""
"GIANFORTE, Greg","021751","Montana","Republican Party",116,"House",1961,"","images/wiki/021751.jpg","wiki",""
"GIBBS, Bob","021165","Ohio","Republican Party",116,"House",1954,"","images/bio_guide/021165.jpg","bio_guide",""
"GILLIBRAND, Kirsten","020735","New York","Democratic Party",116,"Senate",1966,"","images/bio_guide/020735.jpg","bio_guide",""
"GOHMERT, Louie","020527","Texas","Republican Party",116,"House",1953,"","images/bio_guide/020527.jpg","bio_guide",""
"GOLDEN, Jared","021923","Maine","Democratic Party",116,"House",1982,"","images/bio_guide/021923.jpg","bio_guide",""
"GOMEZ, Jimmy","021754","California","Democratic Party",116,"House",1974,"","images/wiki/021754.jpg","wiki",""
"GONZALEZ, Anthony","021924","Ohio","Republican Party",116,"House",1984,"","images/bio_guide/021924.jpg","bio_guide",""
"GONZALEZ, Vicente Jr.","021722","Texas","Democratic Party",116,"House",1967,"","images/wiki/021722.jpg","wiki",""
"GOODEN, Lance","021925","Texas","Republican Party",116,"House",1982,"","images/bio_guide/021925.jpg","bio_guide",""
"GOSAR, Paul","021103","Arizona","Republican Party",116,"House",1958,"","images/bio_guide/021103.jpg","bio_guide",""
"GOTTHEIMER, Josh S.","021723","New Jersey","Democratic Party",116,"House",1975,"","images/wiki/021723.jpg","wiki",""
"GRAHAM, Lindsey O.","029566","South Carolina","Republican Party",116,"Senate",1955,"","images/bio_guide/029566.jpg","bio_guide",""
"GRANGER, Kay","029762","Texas","Republican Party",116,"House",1943,"","images/bio_guide/029762.jpg","bio_guide",""
"GRASSLEY, Charles Ernest","014226","Iowa","Republican Party",116,"Senate",1933,"","images/bio_guide/014226.jpg","bio_guide",""
"GRAVES, Garret","021523","Louisiana","Republican Party",116,"House",1972,"","images/wiki/021523.jpg","wiki",""
"GRAVES, Samuel","020124","Missouri","Republican Party",116,"House",1963,"","images/bio_guide/020124.jpg","bio_guide",""
"GRAVES, Tom","020962","Georgia","Republican Party",116,"House",1970,"","images/bio_guide/020962.jpg","bio_guide",""
"GREEN, Al","020529","Texas","Democratic Party",116,"House",1947,"","images/bio_guide/020529.jpg","bio_guide",""
"GREEN, Mark","021926","Tennessee","Republican Party",116,"House",1964,"","images/bio_guide/021926.jpg","bio_guide",""
"GRIFFITH, H. Morgan","021191","Virginia","Republican Party",116,"House",1958,"","images/bio_guide/021191.jpg","bio_guide",""
"GRIJALVA, Raúl M.","020305","Arizona","Democratic Party",116,"House",1948,"","images/bio_guide/020305.jpg","bio_guide",""
"GROTHMAN, Glenn","021559","Wisconsin","Republican Party",116,"House",1955,"","images/bio_guide/021559.jpg","bio_guide",""
"GUEST, Michael","021927","Mississippi","Republican Party",116,"House",1970,"","images/bio_guide/021927.jpg","bio_guide",""
"GUTHRIE, Brett","020916","Kentucky","Republican Party",116,"House",1964,"","images/bio_guide/020916.jpg","bio_guide",""
"HAALAND, Debra","021928","New Mexico","Democratic Party",116,"House",1960,"","images/bio_guide/021928.jpg","bio_guide",""
"HAGEDORN, Jim","021929","Minnesota","Republican Party",116,"House",1962,"","images/bio_guide/021929.jpg","bio_guide",""
"HARDER, Josh","021930","California","Democratic Party",116,"House",1986,"","images/wiki/021930.jpg","wiki",""
"HARRIS, Andy","021139","Maryland","Republican Party",116,"House",1957,"","images/bio_guide/021139.jpg","bio_guide",""
"HARRIS, Kamala Devi","041701","California","Democratic Party",116,"Senate",1964,"","images/bio_guide/041701.jpg","bio_guide",""
"HARTZLER, Vicky","021149","Missouri","Republican Party",116,"House",1960,"","images/bio_guide/021149.jpg","bio_guide",""
"HASSAN, Margaret (Maggie)","041702","New Hampshire","Democratic Party",116,"Senate",1958,"","images/bio_guide/041702.jpg","bio_guide",""
"HASTINGS, Alcee Lamar","029337","Florida","Democratic Party",116,"House",1936,"","images/bio_guide/029337.jpg","bio_guide",""
"HAWLEY, Joshua David","041901","Missouri","Republican Party",116,"Senate",1979,"","images/bio_guide/041901.jpg","bio_guide",""
"HAYES, Jahana","021931","Connecticut","Democratic Party",116,"House",1973,"","images/bio_guide/021931.jpg","bio_guide",""
"HECK, Denny","021369","Washington","Democratic Party",116,"House",1952,"","images/bio_guide/021369.jpg","bio_guide",""
"HEINRICH, Martin","020930","New Mexico","Democratic Party",116,"Senate",1971,"","images/bio_guide/020930.jpg","bio_guide",""
"HERN, Kevin","021760","Oklahoma","Republican Party",116,"House",1961,"","images/bio_guide/021760.jpg","bio_guide",""
"HERRERA BEUTLER, Jaime","021187","Washington","Republican Party",116,"House",1978,"","images/bio_guide/021187.jpg","bio_guide",""
"HICE, Jody Brownlow","021514","Georgia","Republican Party",116,"House",1960,"","images/bio_guide/021514.jpg","bio_guide",""
"HIGGINS, Brian","020519","New York","Democratic Party",116,"House",1959,"","images/bio_guide/020519.jpg","bio_guide",""
"HIGGINS, Clay","021724","Louisiana","Republican Party",116,"House",1961,"","images/bio_guide/021724.jpg","bio_guide",""
"HILL, French","021503","Arkansas","Republican Party",116,"House",1956,"","images/bio_guide/021503.jpg","bio_guide",""
"HILL, Katie","021932","California","Democratic Party",116,"House",1987,"","images/bio_guide/021932.jpg","bio_guide",""
"HIMES, James A.","020907","Connecticut","Democratic Party",116,"House",1966,"","images/bio_guide/020907.jpg","bio_guide",""
"HIRONO, Mazie","020713","Hawaii","Democratic Party",116,"Senate",1947,"","images/bio_guide/020713.jpg","bio_guide",""
"HOEVEN, John","041107","North Dakota","Republican Party",116,"Senate",1957,"","images/bio_guide/041107.jpg","bio_guide",""
"HOLDING, George E.B.","021349","North Carolina","Republican Party",116,"House",1968,"","images/bio_guide/021349.jpg","bio_guide",""
"HOLLINGSWORTH, Joseph Albert III","021725","Indiana","Republican Party",116,"House",1983,"","images/wiki/021725.jpg","wiki",""
"HORN, Kendra","021933","Oklahoma","Democratic Party",116,"House",1976,"","images/bio_guide/021933.jpg","bio_guide",""
"HORSFORD, Steven","021339","Nevada","Democratic Party",116,"House",1973,"","images/bio_guide/021339.jpg","bio_guide",""
"HOULAHAN, Christina","021934","Pennsylvania","Democratic Party",116,"House",1967,"","images/bio_guide/021934.jpg","bio_guide",""
"HOYER, Steny Hamilton","014873","Maryland","Democratic Party",116,"House",1939,"","images/bio_guide/014873.jpg","bio_guide",""
"HUDSON, Richard","021346","North Carolina","Republican Party",116,"House",1971,"","images/bio_guide/021346.jpg","bio_guide",""
